source_file,line,current_icon,icon_name,inferred_function,exists,status,line_text
docs/assets/fragments/layers/website/navigation/menu.html,108,layers/website/system/content/product.svg,product,product,no,TRUE_MATCH_REVIEW,"<li class=""menu-item"" data-preview-title=""PLATFORM"" data-preview-sub=""Product direction, software systems, and platform logic"" data-preview-icon=""/assets/icons/layers/website/system/content/product.svg"">"
docs/assets/fragments/layers/website/navigation/menu.html,109,layers/website/system/content/product.svg,product,product,no,TRUE_MATCH_REVIEW,"<a href=""/pages/platform/index.html"" class=""menu-link menu-link--nojump"" data-text=""Platform"" data-preview-title=""PLATFORM"" data-preview-sub=""Product direction, software systems, and platform logic"" data-preview-icon=""/assets/icons/layers/website/system/content/product.svg"">"
docs/assets/fragments/layers/website/navigation/menu.html,115,layers/website/system/navigation/book.svg,book,book,yes,TRUE_MATCH_REVIEW,"<li class=""menu-item"" data-preview-title=""PUBLICATIONS"" data-preview-sub=""Essays, notes, research, and institutional writing"" data-preview-icon=""/assets/icons/layers/website/system/navigation/book.svg"">"
docs/assets/fragments/layers/website/navigation/menu.html,116,layers/website/system/navigation/book.svg,book,book,yes,TRUE_MATCH_REVIEW,"<a href=""/pages/research/publications/index.html"" class=""menu-link menu-link--nojump"" data-text=""Publications"" data-preview-title=""PUBLICATIONS"" data-preview-sub=""Essays, notes, research, and institutional writing"" data-preview-icon=""/assets/icons/layers/website/system/navigation/book.svg"">"
docs/assets/fragments/layers/website/navigation/menu.html,122,layers/website/system/navigation/project.svg,project,project,yes,TRUE_MATCH_REVIEW,"<li class=""menu-item"" data-preview-title=""UPDATES"" data-preview-sub=""Announcements, releases, and institutional signals"" data-preview-icon=""/assets/icons/layers/website/system/navigation/project.svg"">"
docs/assets/fragments/layers/website/navigation/menu.html,123,layers/website/system/navigation/project.svg,project,project,yes,TRUE_MATCH_REVIEW,"<a href=""/pages/updates/index.html"" class=""menu-link menu-link--nojump"" data-text=""Updates"" data-preview-title=""UPDATES"" data-preview-sub=""Announcements, releases, and institutional signals"" data-preview-icon=""/assets/icons/layers/website/system/navigation/project.svg"">"
docs/assets/fragments/layers/website/profile/private/header/profile-header.html,19,core/media/unclassified/image.svg,image,image,yes,TRUE_MATCH_REVIEW,"src=""/assets/icons/core/media/unclassified/image.svg"""
docs/assets/fragments/layers/website/profile/private/header/profile-header.html,52,core/actions/unclassified/edit.svg,edit,edit,yes,TRUE_MATCH_REVIEW,"src=""/assets/icons/core/actions/unclassified/edit.svg"""
docs/assets/fragments/layers/website/profile/private/header/profile-header.html,62,core/navigation/unclassified/globe.svg,globe,globe,yes,TRUE_MATCH_REVIEW,"src=""/assets/icons/core/navigation/unclassified/globe.svg"""
docs/assets/fragments/layers/website/profile/private/hero/profile-private-hero.html,16,core/actions/unclassified/edit.svg,edit,edit,yes,TRUE_MATCH_REVIEW,"<img class=""ui-icon-theme-aware"" src=""/assets/icons/core/actions/unclassified/edit.svg"" alt="""" aria-hidden=""true"">"
docs/assets/fragments/layers/website/profile/private/hero/profile-private-hero.html,34,core/media/unclassified/camera.svg,camera,camera,yes,TRUE_MATCH_REVIEW,"<img class=""ui-icon-theme-aware"" src=""/assets/icons/core/media/unclassified/camera.svg"" alt="""" aria-hidden=""true"">"
